year,country,scale
1905,Mongolia,8.0
1905,Mongolia,8.5
1906,Ecuador,8.6
1906,UnitedStatesofAmerica,7.7
1906,UnitedStatesofAmerica,8.4
1906,Chile,8.2
1917,Samoa,8.0
1918,RussianFederation,7.4
1918,Philippines,7.2
1918,China,7.2
1918,China,7.0
1918,UnitedStatesofAmerica,6.6
1918,Chile,7.6
1918,PapuaNewGuinea,6.5
1918,Mexico,6.6
1918,PapuaNewGuinea,7.2
1918,Bangladesh,7.5
1918,Philippines,8.2
1918,Philippines,6.9
1918,RussianFederation,7.6
1918,Indonesia,6.6
1918,France,6.6
1918,UnitedStatesofAmerica,7.3
1918,Tonga,6.6
1918,PapuaNewGuinea,7.2
1918,Indonesia,7.5
1918,Indonesia,7.1
1918,Canada,6.8
1919,Philippines,7.1
1919,Fiji,7.7
1919,Chile,7.2
1919,NewZealand,6.9
1919,Guatemala,6.9
1919,Tonga,8.2
1919,PapuaNewGuinea,7.6
1919,Japan,7.1
1919,Tanzania,6.6
1919,Fiji,7.0
1919,Indonesia,7.0
1919,Vanuatu,7.3
1919,Vanuatu,6.8
1919,Taiwan,7.0
1920,PapuaNewGuinea,7.6
1920,Mexico,6.6
1920,Japan,6.6
1920,SolomonIslands,6.6
1920,Taiwan,7.9
1920,Indonesia,6.6
1920,Argentina,6.6
1920,SolomonIslands,6.6
1920,Vanuatu,7.8
1920,RussianFederation,7.1
1920,China,8.0
1921,Guatemala,7.4
1921,Indonesia,6.6
1921,Tonga,7.1
1921,Honduras,7.2
1921,Indonesia,6.6
1921,Indonesia,6.6
1921,Afghanistan,6.6
1921,NewZealand,6.6
1921,Japan,7.4
1921,SouthGeorgiaandtheSouthSandwichIslands,7.0
1921,Vanuatu,6.8
1921,Chile,7.2
1921,Philippines,7.3
1921,Afghanistan,7.6
1921,Peru,7.5
1922,Brazil,7.4
1922,UnitedStatesofAmerica,7.2
1922,RussianFederation,7.1
1922,Fiji,6.6
1922,Bolivia,7.1
1922,Philippines,6.6
1922,Mexico,6.6
1922,Bolivia,6.6
1922,Greece,6.6
1922,RussianFederation,6.6
1922,Taiwan,7.5
1922,Brazil,6.7
1922,Japan,7.1
1922,Peru,7.6
1922,RussianFederation,7.3
1922,Chile,7.1
1922,Chile,8.7
1922,Afghanistan,7.3
1922,RussianFederation,7.0
1923,UnitedStatesofAmerica,7.1
1923,Vanuatu,6.7
1923,RussianFederation,7.1
1923,RussianFederation,8.5
1923,Indonesia,6.6
1923,RussianFederation,7.2
1923,Philippines,7.1
1923,Philippines,7.0
1923,China,7.2
1923,RussianFederation,7.1
1923,Indonesia,6.9
1923,UnitedStatesofAmerica,7.1
1923,Chile,6.7
1923,Japan,7.1
1923,Myanmar,7.2
1923,Japan,7.1
1923,Greece,6.5
1923,Japan,6.6
1923,Japan,7.9
1923,Japan,7.6
1923,Bolivia,6.8
1923,Bangladesh,7.1
1923,Iran,6.7
1923,Indonesia,7.2
1923,PapuaNewGuinea,7.2
1923,PapuaNewGuinea,6.9
1923,Japan,7.1
1924,Fiji,7.0
1924,CostaRica,7.0
1924,Indonesia,6.6
1924,Peru,6.6
1924,RussianFederation,6.9
1924,Philippines,8.2
1924,Fiji,7.2
1924,Philippines,7.0
1924,RussianFederation,7.0
1924,RussianFederation,7.2
1924,China,7.1
1924,Panama,6.6
1924,China,7.1
1924,KyrgyzRepublic,6.6
1924,Indonesia,6.6
1924,NewZealand,6.6
1924,Japan,7.0
1924,Philippines,7.2
1924,Turkey,6.6
1924,Afghanistan,7.2
1924,Colombia,6.6
1924,RussianFederation,7.0
1924,RussianFederation,7.0
1925,RussianFederation,7.2
1925,China,7.0
1925,Vanuatu,7.1
1925,Taiwan,7.1
1925,Japan,6.6
1925,Indonesia,7.1
1925,Philippines,6.6
1925,Chile,7.1
1925,Japan,6.6
1925,Indonesia,7.0
1925,Colombia,6.6
1925,PapuaNewGuinea,7.0
1925,Ecuador,6.6
1925,UnitedStatesofAmerica,6.6
1925,AntiguaandBarbuda,6.6
1925,Mexico,6.6
1925,RussianFederation,7.0
1925,Nicaragua,6.6
1925,Indonesia,7.2
1925,Philippines,7.2
1925,LaoPeople'sDemocraticRepublic,6.6
1926,SolomonIslands,7.2
1926,Colombia,6.7
1926,Turkey,6.7
1926,SolomonIslands,7.1
1926,Japan,6.7
1926,SolomonIslands,7.2
1926,Chile,7.1
1926,Vanuatu,7.1
1926,SouthGeorgiaandtheSouthSandwichIslands,6.7
1926,Greece,7.7
1926,Indonesia,6.6
1926,Japan,7.4
1926,Indonesia,6.6
1926,Indonesia,6.6
1926,Japan,6.6
1926,Indonesia,6.6
1926,Chile,6.6
1926,France,7.0
1926,Greece,7.1
1926,PapuaNewGuinea,6.6
1926,Indonesia,7.0
1926,SolomonIslands,6.9
1926,UnitedStatesofAmerica,7.0
1926,Indonesia,7.5
1926,Nicaragua,7.1
1926,Indonesia,6.6
1927,Vanuatu,7.1
1927,PapuaNewGuinea,6.7
1927,RussianFederation,7.0
1927,NewZealand,6.6
1927,Indonesia,7.0
1927,Japan,7.1
1927,Fiji,7.0
1927,Philippines,6.6
1927,Argentina,7.2
1927,Philippines,7.1
1927,China,7.7
1927,Indonesia,7.2
1927,Greece,7.0
1927,RussianFederation,6.6
1927,Indonesia,6.6
1927,Japan,7.1
1927,RussianFederation,6.6
1927,Indonesia,7.1
1927,Japan,6.6
1927,Japan,6.9
1927,Taiwan,6.6
1927,China,6.6
1927,UnitedStatesofAmerica,7.1
1927,UnitedStatesofAmerica,7.0
1927,Indonesia,6.6
1927,RussianFederation,6.6
1927,Chile,6.6
1927,Philippines,6.9
1927,Chile,7.1
1927,Argentina,7.0
1927,RussianFederation,7.5
1928,Bolivia,6.6
1928,Kenya,6.9
1928,RussianFederation,6.7
1928,PapuaNewGuinea,7.0
1928,France,7.5
1928,Mexico,7.5
1928,Peru,6.8
1928,Bulgaria,6.6
1928,Bulgaria,6.6
1928,Peru,6.6
1928,Peru,7.2
1928,Japan,7.1
1928,Philippines,7.0
1928,Philippines,6.6
1928,Mexico,7.7
1928,UnitedStatesofAmerica,6.8
1928,Peru,6.9
1928,Mexico,7.2
1928,Afghanistan,6.6
1928,Indonesia,7.0
1928,Vanuatu,7.0
1928,PapuaNewGuinea,6.6
1928,Peru,6.6
1928,Vanuatu,6.7
1928,Mexico,7.5
1928,Pakistan,6.6
1928,Chile,6.9
1928,Indonesia,6.9
1928,Chile,7.7
1928,Philippines,7.3
1928,Philippines,6.7
1929,RussianFederation,7.4
1929,Venezuela,6.7
1929,Afghanistan,7.0
1929,RussianFederation,6.6
1929,NewZealand,6.7
1929,NorthernMarianaIslands,6.6
1929,Philippines,6.6
1929,Iran,7.1
1929,Peru,6.6
1929,Canada,7.0
1929,Argentina,6.6
1929,Japan,6.9
1929,Philippines,7.1
1929,PapuaNewGuinea,6.6
1929,Philippines,7.1
1929,NewZealand,7.5
1929,UnitedStatesofAmerica,7.0
1929,UnitedStatesofAmerica,7.2
1929,Taiwan,6.6
1929,Chile,7.4
1929,Micronesia,7.1
1929,SouthGeorgiaandtheSouthSandwichIslands,6.6
1929,Indonesia,6.7
1929,UnitedStatesofAmerica,7.7
1930,RussianFederation,7.0
1930,Greece,6.6
1930,Indonesia,6.9
1930,SouthGeorgiaandtheSouthSandwichIslands,6.6
1930,Tonga,6.6
1930,Myanmar,7.2
1930,Iran,7.1
1930,Japan,6.6
1930,Indonesia,6.6
1930,PapuaNewGuinea,7.1
1930,India,7.1
1930,RussianFederation,6.9
1930,SouthGeorgiaandtheSouthSandwichIslands,6.9
1930,PapuaNewGuinea,6.6
1930,SolomonIslands,6.8
1930,Philippines,6.7
1930,Indonesia,6.7
1930,Japan,6.9
1930,Myanmar,7.3
1930,Philippines,7.0
1931,Mexico,7.8
1931,Japan,6.6
1931,Myanmar,7.6
1931,NewZealand,7.7
1931,Indonesia,7.1
1931,NewZealand,7.1
1931,RussianFederation,7.4
1931,Indonesia,6.6
1931,France,7.0
1931,Macedonia,6.6
1931,Japan,7.7
1931,Chile,7.1
1931,Indonesia,6.8
1931,Philippines,6.7
1931,Indonesia,7.2
1931,Japan,6.6
1931,Fiji,6.6
1931,PapuaNewGuinea,6.6
1931,PapuaNewGuinea,6.7
1931,Bolivia,6.6
1931,RussianFederation,6.6
1931,Vanuatu,6.9
1931,PapuaNewGuinea,6.6
1931,PapuaNewGuinea,7.1
1931,China,7.9
1931,China,7.2
1931,Pakistan,6.7
1931,Pakistan,7.1
1931,NorthernMarianaIslands,7.1
1931,Japan,6.6
1931,NewZealand,6.6
1931,Indonesia,7.3
1931,SolomonIslands,7.8
1931,SolomonIslands,6.6
1931,SolomonIslands,7.1
1931,Afghanistan,6.6
1931,SolomonIslands,7.7
1931,SolomonIslands,6.6
1931,SolomonIslands,6.6
1931,SolomonIslands,6.6
1931,Mexico,6.6
1931,Japan,7.5
1931,SolomonIslands,6.6
1932,PapuaNewGuinea,7.2
1932,Peru,6.6
1932,PapuaNewGuinea,7.1
1932,Cuba,6.6
1932,Venezuela,6.6
1932,NorthernMarianaIslands,6.6
1932,UnitedStatesofAmerica,6.7
1932,Indonesia,6.6
1932,Japan,6.6
1932,PapuaNewGuinea,6.6
1932,Indonesia,8.1
1932,Nicaragua,6.7
1932,Mexico,7.9
1932,Indonesia,6.6
1932,Indonesia,6.6
1932,Mexico,7.9
1932,Mexico,6.7
1932,Mexico,6.6
1932,Mexico,6.6
1932,Japan,6.6
1932,Mexico,6.6
1932,UnitedStatesofAmerica,6.6
1932,Myanmar,7.0
1932,Japan,6.6
1932,NewZealand,6.6
1932,Greece,6.7
1932,UnitedStatesofAmerica,6.6
1932,UnitedStatesofAmerica,6.6
1932,RussianFederation,7.1
1932,Japan,6.6
1932,Chile,6.6
1932,Indonesia,7.1
1932,UnitedStatesofAmerica,7.1
1932,China,7.6
1932,SouthAfrica,6.6
1933,Vanuatu,7.0
1933,Chile,7.2
1933,Japan,6.6
1933,RussianFederation,7.0
1933,Philippines,6.6
1933,Japan,6.6
1933,Greece,6.6
1933,UnitedStatesofAmerica,6.9
1933,Mexico,6.6
1933,Japan,7.2
1933,Indonesia,7.3
1933,RussianFederation,6.6
1933,UnitedStatesofAmerica,6.6
1933,Tonga,6.6
1933,China,7.3
1933,SouthGeorgiaandtheSouthSandwichIslands,7.2
1933,Japan,6.6
1933,Fiji,7.0
1933,Vanuatu,6.7
1933,UnitedStatesofAmerica,6.6
1933,China,6.6
1933,Ecuador,6.7
1933,Argentina,7.0
1933,Antarctica(theterritorySouthof60degS),6.6
1933,PapuaNewGuinea,6.6
1933,RussianFederation,7.1
1933,PapuaNewGuinea,6.6
1934,RussianFederation,6.7
1934,Nepal,8.0
1934,Mexico,6.6
1934,PapuaNewGuinea,6.6
1934,Philippines,7.5
1934,PapuaNewGuinea,7.1
1934,Chile,7.3
1934,NewZealand,7.3
1934,SolomonIslands,6.6
1934,PapuaNewGuinea,6.6
1934,RussianFederation,6.6
1934,SolomonIslands,7.1
1934,Japan,6.6
1934,Indonesia,6.6
1934,Vanuatu,6.6
1934,Philippines,7.1
1934,Indonesia,6.9
1934,UnitedStatesofAmerica,7.1
1934,PapuaNewGuinea,6.6
1934,PapuaNewGuinea,6.7
1934,RussianFederation,6.7
1934,Iran,7.0
1934,UnitedStatesofAmerica,6.6
1934,Chile,6.7
1934,Indonesia,7.0
1934,Panama,7.6
1934,Panama,6.9
1934,SolomonIslands,7.8
1934,Vanuatu,6.6
1934,Indonesia,7.0
1934,Vanuatu,6.7
1934,SolomonIslands,7.1
1934,Panama,6.6
1934,Afghanistan,6.6
1934,UnitedStatesofAmerica,6.6
1934,Vanuatu,6.7
1934,Philippines,7.0
1934,Indonesia,6.6
1934,Japan,6.6
1934,Indonesia,6.6
1934,Mexico,7.0
1934,Chile,6.7
1934,China,7.1
1934,Tonga,6.7
1934,UnitedStatesofAmerica,7.1
1935,Tonga,7.0
1935,UnitedStatesofAmerica,6.6
1935,UnitedStatesofAmerica,7.1
1935,Greece,6.6
1935,Iran,6.6
1935,LibyanArabJamahiriya,7.1
1935,Taiwan,7.1
1935,SouthGeorgiaandtheSouthSandwichIslands,6.9
1935,PapuaNewGuinea,6.6
1935,Philippines,6.6
1935,Pakistan,8.1
1935,Vanuatu,7.1
1935,Mexico,6.7
1935,Fiji,7.1
1935,Indonesia,7.0
1935,France,7.2
1935,Taiwan,7.1
1935,Micronesia,7.0
1935,RussianFederation,7.2
1935,PapuaNewGuinea,8.1
1935,PapuaNewGuinea,7.0
1935,RussianFederation,6.9
1935,Japan,7.1
1935,Vietnam,6.6
1935,PapuaNewGuinea,6.6
1935,Brazil,6.7
1935,Mexico,7.2
1935,SolomonIslands,7.5
1935,Colombia,6.6
1935,Indonesia,7.8
1936,Indonesia,6.6
1936,Indonesia,7.0
1936,Argentina,6.7
1936,Indonesia,7.0
1936,China,6.6
1936,PapuaNewGuinea,6.6
1936,Fiji,6.6
1936,Indonesia,7.1
1936,Indonesia,6.6
1936,SolomonIslands,6.7
1936,Indonesia,7.7
1936,Micronesia,6.6
1936,SolomonIslands,7.2
1936,China,6.6
1936,China,6.6
1936,Indonesia,6.6
1936,Nepal,7.0
1936,Indonesia,6.6
1936,Indonesia,6.6
1936,Afghanistan,6.6
1936,Indonesia,7.3
1936,Chile,7.1
1936,Chile,6.6
1936,Philippines,6.6
1936,Taiwan,7.2
1936,Indonesia,7.1
1936,Indonesia,7.1
1936,Indonesia,7.0
1936,Indonesia,6.6
1936,Guam,6.6
1936,RussianFederation,6.8
1936,Japan,7.1
1936,RussianFederation,7.1
1936,NewZealand,6.7
1936,PapuaNewGuinea,6.9
1937,China,7.6
1937,PapuaNewGuinea,7.0
1937,SolomonIslands,7.1
1937,RussianFederation,7.3
1937,Peru,6.6
1937,Indonesia,6.7
1937,Fiji,7.5
1937,PapuaNewGuinea,6.6
1937,Peru,7.1
1937,Indonesia,6.6
1937,Vanuatu,7.0
1937,SolomonIslands,6.7
1937,Ecuador,7.1
1937,UnitedStatesofAmerica,7.2
1937,Mexico,7.2
1937,Japan,7.1
1937,China,6.7
1937,China,6.6
1937,PapuaNewGuinea,6.6
1937,Indonesia,7.2
1937,Philippines,7.3
1937,NewZealand,6.9
1937,UnitedStatesofAmerica,7.2
1937,SouthGeorgiaandtheSouthSandwichIslands,7.1
1937,SolomonIslands,7.2
1937,Indonesia,6.7
1937,PapuaNewGuinea,6.9
1937,Indonesia,7.0
1937,Mexico,6.7
1937,Afghanistan,7.1
1937,Taiwan,7.0
1937,Mexico,7.4
1938,Japan,6.6
1938,UnitedStatesofAmerica,6.6
1938,Indonesia,8.6
1938,Colombia,6.9
1938,Italy,6.6
1938,Myanmar,6.6
1938,Turkey,6.6
1938,PapuaNewGuinea,7.3
1938,Indonesia,7.5
1938,Japan,7.7
1938,Philippines,7.0
1938,Vanuatu,7.0
1938,Indonesia,7.0
1938,Japan,7.6
1938,Japan,7.2
1938,KyrgyzRepublic,6.6
1938,Vanuatu,6.7
1938,France,6.6
1938,Argentina,6.6
1938,Myanmar,7.1
1938,Indonesia,6.7
1938,Indonesia,6.7
1938,PapuaNewGuinea,6.6
1938,PapuaNewGuinea,6.6
1938,Taiwan,7.0
1938,Japan,6.7
1938,Indonesia,7.2
1938,Indonesia,7.3
1938,Japan,7.9
1938,Japan,7.8
1938,Japan,7.7
1938,Japan,7.0
1938,UnitedStatesofAmerica,8.3
1938,RussianFederation,6.7
1938,Japan,7.0
1938,UnitedStatesofAmerica,7.2
1938,Japan,6.9
1938,Taiwan,7.0
1938,NewZealand,6.9
1939,PapuaNewGuinea,7.7
1939,SolomonIslands,7.1
1939,PapuaNewGuinea,7.0
1939,PapuaNewGuinea,6.6
1939,Vanuatu,7.0
1939,Chile,7.3
1939,RussianFederation,6.9
1939,SolomonIslands,7.9
1939,Japan,7.0
1939,Portugal,6.5
1939,India,6.6
1939,Indonesia,6.5
1939,Tonga,7.0
1939,Indonesia,6.7
1939,Bolivia,6.6
1939,Fiji,6.7
1939,Indonesia,6.6
1939,Fiji,6.8
1939,Vanuatu,7.0
1939,Vanuatu,6.7
1939,PapuaNewGuinea,6.6
1939,Vanuatu,6.6
1939,Japan,7.2
1939,Vanuatu,7.3
1939,Afghanistan,6.7
1939,Guatemala,6.6
1939,RussianFederation,7.1
1939,CostaRica,7.2
1939,Indonesia,7.8
1939,CostaRica,6.6
1939,Turkey,7.7
1940,France,7.2
1940,UnitedStatesofAmerica,6.9
1940,Tonga,6.6
1940,UnitedStatesofAmerica,6.6
1940,Vanuatu,7.0
1940,PapuaNewGuinea,6.6
1940,Indonesia,6.7
1940,UnitedStatesofAmerica,6.8
1940,UnitedStatesofAmerica,7.1
1940,UnitedStatesofAmerica,7.1
1940,Peru,7.5
1940,Indonesia,7.0
1940,Indonesia,6.6
1940,China,7.3
1940,UnitedStatesofAmerica,7.4
1940,Guatemala,6.6
1940,Japan,7.5
1940,Chile,7.1
1940,Chile,6.6
1940,Indonesia,6.9
1940,Chile,7.0
1940,Chile,6.6
1940,CostaRica,6.6
1940,Japan,6.6
1940,Romania,7.3
1940,Japan,6.8
1940,PapuaNewGuinea,6.6
1940,Peru,6.9
1941,Indonesia,6.6
1941,PapuaNewGuinea,7.0
1941,Bhutan,6.6
1941,Indonesia,6.6
1941,Philippines,7.0
1941,Indonesia,6.7
1941,Indonesia,6.6
1941,RussianFederation,6.6
1941,Argentina,7.2
1941,Jamaica,7.0
1941,Mexico,7.6
1941,Australia,6.6
1941,Vanuatu,6.6
1941,Fiji,6.7
1941,Philippines,6.6
1941,China,6.7
1941,SolomonIslands,7.2
1941,India,7.7
1941,NewZealand,7.1
1941,UnitedStatesofAmerica,6.6
1941,UnitedStatesofAmerica,6.6
1941,PapuaNewGuinea,7.1
1941,Indonesia,6.9
1941,NewZealand,6.9
1941,Indonesia,6.9
1941,Peru,7.0
1941,Philippines,6.7
1941,Indonesia,7.2
1941,SouthGeorgiaandtheSouthSandwichIslands,7.1
1941,NewZealand,7.0
1941,Indonesia,6.6
1941,CostaRica,7.3
1941,CostaRica,7.0
1941,Taiwan,7.1
1941,Myanmar,7.0
1942,Indonesia,7.1
1942,Vanuatu,7.0
1942,SolomonIslands,6.7
1942,Japan,7.0
1942,Philippines,7.3
1942,Ecuador,7.8
1942,Indonesia,6.6
1942,Indonesia,7.4
1942,Micronesia,7.0
1942,Mexico,6.6
1942,NewZealand,7.0
1942,Chile,6.7
1942,Fiji,6.6
1942,Chile,7.0
1942,Philippines,6.6
1942,Indonesia,6.7
1942,NewZealand,6.9
1942,Guatemala,7.7
1942,Peru,7.7
1942,UnitedStatesofAmerica,6.9
1942,France,6.9
1942,Tanzania,6.6
1942,Philippines,7.2
1942,RussianFederation,6.8
1942,Tonga,6.7
1942,Peru,6.6
1942,Indonesia,6.6
1942,Mexico,6.6
1942,Japan,6.9
1942,RussianFederation,7.4
1942,Japan,6.9
1942,Turkey,7.2
1942,Tonga,6.6
1943,Mexico,7.4
1943,Afghanistan,7.1
1943,SouthGeorgiaandtheSouthSandwichIslands,7.1
1943,Chile,7.1
1943,PapuaNewGuinea,7.1
1943,SouthGeorgiaandtheSouthSandwichIslands,7.0
1943,Indonesia,7.1
1943,Chile,8.2
1943,Panama,7.0
1943,Philippines,7.2
1943,Philippines,7.6
1943,Indonesia,7.2
1943,Indonesia,7.5
1943,Japan,7.1
1943,Indonesia,7.6
1943,UnitedStatesofAmerica,7.6
1943,Australia,7.6
1943,Japan,7.0
1943,France,7.2
1943,France,7.1
1943,NewZealand,7.4
1943,NewZealand,7.0
1943,India,7.1
1943,SouthGeorgiaandtheSouthSandwichIslands,7.2
1943,UnitedStatesofAmerica,7.2
1943,Indonesia,7.6
1943,Vanuatu,7.2
1943,Indonesia,7.1
1943,Turkey,7.5
1943,PapuaNewGuinea,7.3
1943,Chile,7.1
1943,PapuaNewGuinea,7.2
1944,PapuaNewGuinea,7.0
1944,Argentina,7.1
1944,Turkey,7.2
1944,Peru,7.1
1944,China,7.1
1944,Indonesia,7.2
1944,Indonesia,7.0
1944,Indonesia,7.2
1944,PapuaNewGuinea,7.0
1944,Fiji,7.0
1944,PapuaNewGuinea,7.3
1944,France,7.0
1944,Mexico,7.1
1944,UnitedStatesofAmerica,7.1
1944,RussianFederation,7.1
1944,France,7.3
1944,Indonesia,7.0
1944,SolomonIslands,7.2
1944,Vanuatu,7.4
1944,Vanuatu,7.1
1944,Japan,8.1
1944,Vanuatu,7.0
1945,France,7.0
1945,France,7.2
1945,Japan,7.1
1945,RussianFederation,7.1
1945,NorthernMarianaIslands,7.1
1945,Indonesia,6.6
1945,India,6.6
1945,Vanuatu,7.1
1945,NewZealand,7.1
1945,PapuaNewGuinea,7.1
1945,Chile,7.0
1945,RussianFederation,7.0
1945,Pakistan,8.0
1945,PapuaNewGuinea,7.1
1945,PapuaNewGuinea,7.6
1946,Vanuatu,7.1
1946,PapuaNewGuinea,7.2
1946,UnitedStatesofAmerica,8.6
1946,PapuaNewGuinea,7.2
1946,Indonesia,7.1
1946,Canada,7.6
1946,Vanuatu,7.2
1946,Chile,7.1
1946,DominicanRepublic,7.9
1946,DominicanRepublic,7.5
1946,Argentina,7.1
1946,Myanmar,7.3
1946,Myanmar,7.7
1946,PapuaNewGuinea,7.1
1946,PapuaNewGuinea,7.6
1946,UnitedStatesofAmerica,7.0
1946,KyrgyzRepublic,7.3
1946,Turkmenistan,7.1
1946,Tonga,7.1
1946,Tonga,7.0
1946,Japan,8.1
1946,RussianFederation,7.2
1947,Nicaragua,7.0
1947,Argentina,7.0
1947,China,7.5
1947,NewZealand,7.0
1947,Indonesia,7.2
1947,RussianFederation,7.1
1947,PapuaNewGuinea,7.3
1947,Indonesia,7.2
1947,Indonesia,7.1
1947,China,7.3
1947,Pakistan,6.9
1947,Iran,6.6
1947,Japan,7.4
1947,UnitedStatesofAmerica,7.1
1947,Peru,7.7
1947,Japan,7.1
1948,Philippines,8.1
1948,Fiji,7.0
1948,Indonesia,7.1
1948,Indonesia,7.1
1948,Philippines,7.0
1948,Japan,7.2
1948,DominicanRepublic,7.1
1948,Peru,7.4
1948,UnitedStatesofAmerica,7.3
1948,China,7.2
1948,Japan,7.0
1948,Peru,7.1
1948,Philippines,7.0
1948,Tonga,7.8
1948,Turkmenistan,7.2
1948,CostaRica,7.0
1948,PapuaNewGuinea,7.0
1949,China,7.3
1949,Afghanistan,7.4
1949,Indonesia,7.1
1949,UnitedStatesofAmerica,6.5
1949,Chile,7.1
1949,Indonesia,7.0
1949,Chile,7.2
1949,Philippines,7.3
1949,Indonesia,6.6
1949,Tajikistan,7.6
1949,Vanuatu,7.2
1949,Tonga,7.2
1949,Canada,8.0
1949,PapuaNewGuinea,7.5
1949,NewZealand,7.1
1949,Chile,7.8
1949,Argentina,7.8
1949,Philippines,7.2
1950,China,7.1
1950,RussianFederation,7.5
1950,Guam,7.1
1950,Brazil,7.0
1950,Brazil,7.0
1950,Afghanistan,7.5
1950,Indonesia,7.0
1950,Argentina,7.2
1950,India,8.6
1950,Philippines,7.0
1950,Vanuatu,7.1
1950,CostaRica,7.8
1950,Indonesia,7.5
1950,Guatemala,7.5
1950,Indonesia,7.4
1950,SolomonIslands,7.1
1950,Vanuatu,7.2
1950,PapuaNewGuinea,7.3
1950,Argentina,7.7
1950,Peru,7.1
1950,NewZealand,7.2
1950,Tonga,7.5
1950,Mexico,7.3
1951,Panama,6.6
1951,Panama,6.7
1951,UnitedStatesofAmerica,7.2
1951,PapuaNewGuinea,7.2
1951,Vanuatu,7.2
1951,PapuaNewGuinea,7.0
1951,Afghanistan,7.5
1951,Taiwan,7.5
1951,Taiwan,7.2
1951,Taiwan,7.0
1951,Taiwan,7.1
1951,RussianFederation,7.2
1951,China,7.7
1951,Taiwan,7.3
1952,Indonesia,7.2
1952,Japan,8.1
1952,Japan,7.2
1952,Philippines,7.7
1952,PapuaNewGuinea,6.7
1952,Argentina,6.5
1952,UnitedStatesofAmerica,7.3
1952,China,7.7
1952,Argentina,7.1
1952,RussianFederation,9.0
1952,PapuaNewGuinea,7.1
1952,SolomonIslands,7.2
1952,PapuaNewGuinea,7.1
1953,UnitedStatesofAmerica,7.2
1953,RussianFederation,7.1
1953,SolomonIslands,7.1
1953,Turkey,7.2
1953,SaintLucia,7.1
1953,PapuaNewGuinea,7.6
1953,Chile,7.5
1953,Indonesia,6.9
1953,Indonesia,6.7
1953,Vanuatu,7.4
1953,Greece,7.2
1953,NewZealand,7.0
1953,Vanuatu,7.5
1953,RussianFederation,7.0
1953,Guatemala,6.9
1953,Chile,7.2
1953,Peru,7.5
1954,China,7.1
1954,NewZealand,6.7
1954,Indonesia,7.0
1954,SouthGeorgiaandtheSouthSandwichIslands,7.0
1954,PapuaNewGuinea,6.9
1954,Myanmar,7.4
1954,Spain,7.0
1954,Mexico,7.1
1954,Greece,6.8
1954,Tonga,7.0
1954,UnitedStatesofAmerica,7.1
1955,Vanuatu,6.7
1955,Vanuatu,6.6
1955,Vanuatu,6.6
1955,UnitedStatesofAmerica,6.7
1955,UnitedStatesofAmerica,6.5
1955,RussianFederation,7.2
1955,Philippines,7.3
1955,China,7.5
1955,China,7.1
1955,India,7.2
1955,Japan,7.1
1955,Fiji,7.0
1955,PapuaNewGuinea,7.3
1955,SolomonIslands,7.1
1955,Tonga,7.0
1956,Chile,6.7
1956,Ecuador,6.9
1956,PapuaNewGuinea,6.9
1956,NorthernMarianaIslands,7.0
1956,Mexico,6.6
1956,Tonga,6.5
1956,Panama,6.7
1956,Afghanistan,6.6
1956,Indonesia,6.6
1956,France,7.2
1956,Chile,6.6
1956,Afghanistan,7.6
1956,RussianFederation,6.5
1956,Greece,7.8
1956,Greece,6.7
1956,Haiti,6.7
1956,Myanmar,7.1
1956,Indonesia,6.6
1956,Indonesia,7.2
1956,Tonga,6.5
1956,Japan,6.7
1956,RussianFederation,7.3
1956,Nicaragua,7.2
1956,Iran,6.6
1956,Tonga,6.6
1956,RussianFederation,6.5
1956,Chile,6.9
1956,Canada,6.5
1956,Tonga,7.0
1957,UnitedStatesofAmerica,6.7
1957,UnitedStatesofAmerica,6.7
1957,UnitedStatesofAmerica,6.5
1957,China,6.9
1957,Philippines,6.5
1957,Philippines,6.6
1957,Taiwan,7.2
1957,Greece,6.6
1957,Greece,6.7
1957,UnitedStatesofAmerica,8.6
1957,UnitedStatesofAmerica,7.2
1957,UnitedStatesofAmerica,6.6
1957,UnitedStatesofAmerica,6.6
1957,UnitedStatesofAmerica,7.1
1957,UnitedStatesofAmerica,6.9
1957,UnitedStatesofAmerica,7.1
1957,UnitedStatesofAmerica,6.7
1957,UnitedStatesofAmerica,7.2
1957,UnitedStatesofAmerica,7.1
1957,UnitedStatesofAmerica,6.5
1957,UnitedStatesofAmerica,7.1
1957,Indonesia,7.1
1957,UnitedStatesofAmerica,6.5
1957,UnitedStatesofAmerica,6.9
1957,Tonga,7.5
1957,Indonesia,7.2
1957,UnitedStatesofAmerica,6.5
1957,Colombia,6.9
1957,Turkey,6.7
1957,Turkey,7.1
1957,NorthernMarianaIslands,6.9
1957,Turkey,7.2
1957,Indonesia,6.5
1957,NewZealand,6.9
1957,Philippines,6.6
1957,UnitedStatesofAmerica,6.7
1957,Myanmar,6.5
1957,Fiji,6.5
1957,Indonesia,7.3
1957,RussianFederation,7.4
1957,India,6.6
1957,Iran,7.1
1957,Panama,6.5
1957,NewZealand,6.6
1957,Mexico,7.8
1957,Indonesia,7.7
1957,Fiji,7.2
1957,Bolivia,7.4
1957,Mongolia,8.1
1957,PapuaNewGuinea,6.6
1957,Colombia,6.5
1957,Iran,6.8
1957,Vanuatu,7.2
1958,Peru,7.0
1958,Ecuador,7.8
1958,Ecuador,6.6
1958,Ecuador,6.7
1958,China,6.6
